title,date,publication,remove_tags,add_tags,source,notes
Current Events.,26 October 1896,Newcastle Morning Herald and Miners' Advocate,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mining.,19 September 1896,Newcastle Morning Herald and Miners' Advocate,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mining.,25 August 1896,Evening News,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mining.,19 May 1896,Evening News,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
The Gold Fields.,21 April 1896,Evening News,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Coal and Shale Mines.,7 June 1895,Mountaineer,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
The Megalong Shale Mines.,21 December 1893,National Advocate,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,10 February 1893,Katoomba Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 September 1892,Katoomba Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
End of the Katoomba Strike.,11 July 1892,Sydney Morning Herald,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Local and General.,7 July 1892,Bathurst  Free Press and Mining Journal,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Shale Miners.,19 September 1891,Daily Telegraph,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Local News.,6 September 1890,Nepean Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Rich Mineral Deposits.,29 October 1889,Australian Star,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,7 January 1888,Nepean Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,29 September 1888,Nepean Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Great Wentworth Falls Coal and Shale Mining Company.,31 August 1885,Evening News,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,8 July 1908,Lithgow Mercury,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,27 October 1893,Katoomba Times,Shale mine (facility)s,shale mine (facility),high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,26 April 1890,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 August 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,26 August 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,9 September 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,19 July 1890,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Social at Hartley Vale.,23 September 1898,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
The Target.,5 October 1898,National Advocate,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Moutains Mixtures.,17 November 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Girls Cricket Match at Katoomba.,26 April 1895,Mountaineer,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
The Rockley Game.,7 February 1896,Mountaineer,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,13 February 1911,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 June 1896,Mountaineer,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,6 October 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 September 1894,Mountaineer,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Granted,26 March 1892,Nepean Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,22 January 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,4 August 1905,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 June 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mines School of Arts.,2 May 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,25 May 1889,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Sporting.,3 June 1898,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Footballers' Social at Hartley Vale.,20 October 1899,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,9 June 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
[untitled],29 June 1889,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Football.,22 April 1904,Blue Mountain Gazette,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,9 July 1901,Lithgow Mercury,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
At Katoomba,10 November 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Cricket Club at the Mines.,25 August 1893,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Opening of the Mines School of Arts.,5 September 1891,Katoomba Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Athletic Sports.,12 December 1885,Nepean Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,12 December 1885,Nepean Times,Recreation for mine (facility)rs,recreation for miners,high_impact_mappings,Corrected mapping to generic singular leaf
"Supreme Court, Sydney.",2 June 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
A Charge of Rape.,6 September 1890,Nepean Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 September 1894,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,22 January 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
To-Day's Further Court Proceedings,1 December 1932,Lithgow Mercury,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Spinning Jenny at Races Gets Man Into Trouble,13 June 1919,Barrier Miner,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Parramatta Quarter Sessions.,3 June 1914,Sydney Morning Herald,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,1 December 1905,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Police Court.,8 January 1904,Blue Mountain Gazette,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
"Wednesday, 12th February.",14 February 1902,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Newcastle Police Court,17 August 1898,Newcastle Morning Herald and Miners' Advocate,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Korumburra Police Court.,21 October 1897,Great Southern Advocate,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court,20 March 1896,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Small Debts Court.,13 March 1896,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court,13 December 1895,Mountaineer,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures,14 July 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,5 May 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 December 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,25 November 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,5 November 1892,Nepean Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,14 October 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Small Debts.,14 October 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Petty Debts.,15 July 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,26 March 1892,Nepean Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Newsettes.,15 September 1891,Illawarra Mercury,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 March 1891,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Law.,22 March 1887,Daily Telegraph,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Metropolitan Quarter Sessions. Charge of Larceny.,8 April 1887,Sydney Morning Herald,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,17 March 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,2 June 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,4 November 1892,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,15 December 1893,Katoomba Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba News.,29 June 1895,Nepean Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 December 1885,Nepean Times,Court,court,high_impact_mappings,Corrected mapping to generic singular leaf
"Supreme Court, Sydney.",2 June 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
A Charge of Rape.,6 September 1890,Nepean Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Bulli and Woonona.,31 July 1909,South Coast Times and Wollongong Argus,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Moutains Mixtures.,17 November 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 September 1894,Mountaineer,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
To-Day's Further Court Proceedings,1 December 1932,Lithgow Mercury,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Silverton Police Court.,15 February 1918,Barrier Miner,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Alleged Stealing.,18 September 1916,Barrier Miner,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Parramatta Quarter Sessions.,3 June 1914,Sydney Morning Herald,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
An Innocent Bigamist.,3 September 1909,Richmond River Herald and Northern Districts Advertiser,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Bigamy.,4 August 1909,New South Wales Police Gazette and Weekly Record of Crime,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,1 December 1905,Mountaineer,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Police Court.,8 January 1904,Blue Mountain Gazette,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
"Wednesday, 12th February.",14 February 1902,Mountaineer,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Small Debts Court.,13 March 1896,Mountaineer,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court,13 December 1895,Mountaineer,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,16 June 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,5 May 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General.,22 April 1893,Nepean Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
"Found ""Not Guilty.""",17 April 1893,National Advocate,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,10 February 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 December 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,25 November 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,5 November 1892,Nepean Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,14 October 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Small Debts.,14 October 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 September 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Petty Debts.,15 July 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,26 March 1892,Nepean Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Newsettes.,15 September 1891,Illawarra Mercury,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 March 1891,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Law.,22 March 1887,Daily Telegraph,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Metropolitan Quarter Sessions. Charge of Larceny.,8 April 1887,Sydney Morning Herald,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,17 March 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,2 June 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,4 November 1892,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Court.,15 December 1893,Katoomba Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba News.,29 June 1895,Nepean Times,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Extraordinary Court Case in Ipswich.,28 May 1887,Week,Court cases,court cases,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,26 April 1890,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 August 1892,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,26 August 1892,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,9 September 1892,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,19 July 1890,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Social at Hartley Vale.,23 September 1898,Lithgow Mercury,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
The Target.,5 October 1898,National Advocate,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Moutains Mixtures.,17 November 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Girls Cricket Match at Katoomba.,26 April 1895,Mountaineer,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
The Rockley Game.,7 February 1896,Mountaineer,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 December 1891,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,13 February 1911,Lithgow Mercury,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 June 1896,Mountaineer,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,6 October 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Police Court.,21 September 1894,Mountaineer,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Granted,26 March 1892,Nepean Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,22 January 1892,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,25 May 1889,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Sporting.,3 June 1898,Lithgow Mercury,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Footballers' Social at Hartley Vale.,20 October 1899,Lithgow Mercury,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,21 September 1889,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,26 August 1904,Blue Mountain Gazette,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Football.,22 April 1904,Blue Mountain Gazette,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
At Katoomba,10 November 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,15 September 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Cricket Club at the Mines.,25 August 1893,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Athletic Sports.,12 December 1885,Nepean Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 December 1885,Nepean Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,12 December 1885,Nepean Times,Sports,recreation activity,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,26 April 1890,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
News in Brief,9 October 1903,Mountaineer,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 August 1892,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,19 July 1890,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Moutains Mixtures.,17 November 1893,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mines School of Arts.,2 May 1891,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
The Passing of a Mountaineer. Vale! Joseph Nimmo.,23 March 1917,Blue Mountain Echo,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Concert in Aid of Katoomba Miners' Families.,4 May 1894,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,10 April 1894,Evening News,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Lawson.,5 May 1894,Nepean Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
The Unemployed at Katoomba.,17 April 1894,Daily Telegraph,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
A Public Meeting.,13 January 1905,Mountaineer,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
"St Joseph's New Church, Megalong",17 March 1905,Mountaineer,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,22 Jul 1904,Blue Mountain Gazette,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,9 July 1901,Lithgow Mercury,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Death of Canon Kemmis.,25 March 1897,Sydney Morning Herald,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 December 1893,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Wedding Favors.,25 March 1893,Australian Town and Country Journal,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 December 1892,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,18 November 1892,Katoomba Times,Church,church (building),high_impact_mappings,Corrected mapping to generic singular leaf
